Survey Year,Institution Name,Match,Classification Name,Sanction Name,Revenues Men's Team
2015,San Diego State University,San Diego St.,1,NCAA,7819546
2014,San Diego State University,San Diego St.,1,NCAA,5523058
2013,San Diego State University,San Diego St.,1,NCAA,7864597
2022,San Jose State University,San Jose St.,1,NCAA,3254424
2021,San Jose State University,San Jose St.,1,NCAA,2690067
2020,San Jose State University,San Jose St.,1,NCAA,1959171
2019,San Jose State University,San Jose St.,1,NCAA,2598370
2018,San Jose State University,San Jose St.,1,NCAA,2035793
2017,San Jose State University,San Jose St.,1,NCAA,2610949
2016,San Jose State University,San Jose St.,1,NCAA,2012188
2015,San Jose State University,San Jose St.,1,NCAA,1851101
2014,San Jose State University,San Jose St.,1,NCAA,2008072
2013,San Jose State University,San Jose St.,1,NCAA,2180864
2022,Santa Clara University,Santa Clara,3,NCAA,5726589
2021,Santa Clara University,Santa Clara,3,NCAA,4997998
2020,Santa Clara University,Santa Clara,3,NCAA,3761195
2019,Santa Clara University,Santa Clara,3,NCAA,3664575
2018,Santa Clara University,Santa Clara,3,NCAA,4445480
2017,Santa Clara University,Santa Clara,3,NCAA,4046491
2016,Santa Clara University,Santa Clara,3,NCAA,3990886
2015,Santa Clara University,Santa Clara,3,NCAA,3868477
2014,Santa Clara University,Santa Clara,3,NCAA,2830635
2013,Santa Clara University,Santa Clara,3,NCAA,2023577
2022,Seattle University,Seattle,3,NCAA,3217416
2021,Seattle University,Seattle,3,NCAA,3951534
2020,Seattle University,Seattle,3,NCAA,2283579
2019,Seattle University,Seattle,3,NCAA,2774167
2018,Seattle University,Seattle,3,NCAA,2681442
2017,Seattle University,Seattle,3,NCAA,2993341
2016,Seattle University,Seattle,3,NCAA,3477443
2015,Seattle University,Seattle,3,NCAA,3413715
2014,Seattle University,Seattle,3,NCAA,3353834
2013,Seattle University,Seattle,3,NCAA,2876447
2022,Seton Hall University,Seton Hall,3,NCAA,8607797
2021,Seton Hall University,Seton Hall,3,NCAA,9295729
2020,Seton Hall University,Seton Hall,3,NCAA,6431722
2019,Seton Hall University,Seton Hall,3,NCAA,8039631
2018,Seton Hall University,Seton Hall,3,NCAA,7506127
2017,Seton Hall University,Seton Hall,3,NCAA,6301138
2016,Seton Hall University,Seton Hall,3,NCAA,6011447
2015,Seton Hall University,Seton Hall,3,NCAA,6264583
2014,Seton Hall University,Seton Hall,3,NCAA,6752792
2013,Seton Hall University,Seton Hall,3,NCAA,6398748
2022,Siena College,Siena,3,NCAA,3315499
2021,Siena College,Siena,3,NCAA,3022186
2020,Siena College,Siena,3,NCAA,1990098
2019,Siena College,Siena,3,NCAA,2982539
2018,Siena College,Siena,3,NCAA,3219292
2017,Siena College,Siena,3,NCAA,3579394
2016,Siena College,Siena,3,NCAA,3102278
2015,Siena College,Siena,3,NCAA,3083128
2014,Siena College,Siena,3,NCAA,2516769
2013,Siena College,Siena,3,NCAA,2802018
2022,South Carolina State University,South Carolina St.,2,NCAA,1561866
2021,South Carolina State University,South Carolina St.,2,NCAA,698600
2020,South Carolina State University,South Carolina St.,2,NCAA,968345
2019,South Carolina State University,South Carolina St.,2,NCAA,847152
2018,South Carolina State University,South Carolina St.,2,NCAA,785619
2017,South Carolina State University,South Carolina St.,2,NCAA,720318
2016,South Carolina State University,South Carolina St.,2,NCAA,909141
2015,South Carolina State University,South Carolina St.,2,NCAA,1208555
2014,South Carolina State University,South Carolina St.,2,NCAA,831561
2013,South Carolina State University,South Carolina St.,2,NCAA,1363681
2022,South Dakota State University,South Dakota St.,2,NCAA,2193628
2021,South Dakota State University,South Dakota St.,2,NCAA,2127262
2020,South Dakota State University,South Dakota St.,2,NCAA,1268514
2019,South Dakota State University,South Dakota St.,2,NCAA,1921465
2018,South Dakota State University,South Dakota St.,2,NCAA,2177776
2017,South Dakota State University,South Dakota St.,2,NCAA,1991489
2016,South Dakota State University,South Dakota St.,2,NCAA,1656066
2015,South Dakota State University,South Dakota St.,2,NCAA,1443001
2014,South Dakota State University,South Dakota St.,2,NCAA,1345852
2013,South Dakota State University,South Dakota St.,2,NCAA,1110863
2022,Southeast Missouri State University,Southeast Missouri St.,2,NCAA,1529076
2021,Southeast Missouri State University,Southeast Missouri St.,2,NCAA,1316118
2020,Southeast Missouri State University,Southeast Missouri St.,2,NCAA,1086190
2019,Southeast Missouri State University,Southeast Missouri St.,2,NCAA,1391207
2018,Southeast Missouri State University,Southeast Missouri St.,2,NCAA,1304144
2017,Southeast Missouri State University,Southeast Missouri St.,2,NCAA,1283062
2016,Southeast Missouri State University,Southeast Missouri St.,2,NCAA,1291470
2015,Southeast Missouri State University,Southeast Missouri St.,2,NCAA,1192809
2014,Southeast Missouri State University,Southeast Missouri St.,2,NCAA,1294828
2013,Southeast Missouri State University,Southeast Missouri St.,2,NCAA,1141335
2022,Southeastern Louisiana University,Southeastern Louisiana,2,NCAA,1142611
2021,Southeastern Louisiana University,Southeastern Louisiana,2,NCAA,1174064
2020,Southeastern Louisiana University,Southeastern Louisiana,2,NCAA,1062447
2019,Southeastern Louisiana University,Southeastern Louisiana,2,NCAA,1109682
2018,Southeastern Louisiana University,Southeastern Louisiana,2,NCAA,1172241
2017,Southeastern Louisiana University,Southeastern Louisiana,2,NCAA,1081185
2016,Southeastern Louisiana University,Southeastern Louisiana,2,NCAA,1195047
2015,Southeastern Louisiana University,Southeastern Louisiana,2,NCAA,978938
2014,Southeastern Louisiana University,Southeastern Louisiana,2,NCAA,1101812
2013,Southeastern Louisiana University,Southeastern Louisiana,2,NCAA,970447
2022,Southern Illinois University-Carbondale,Southern Illinois,2,NCAA,2573107
2021,Southern Illinois University-Carbondale,Southern Illinois,2,NCAA,2224459
2020,Southern Illinois University-Carbondale,Southern Illinois,2,NCAA,1887238
2019,Southern Illinois University-Carbondale,Southern Illinois,2,NCAA,3120987
2018,Southern Illinois University-Carbondale,Southern Illinois,2,NCAA,2482549
2017,Southern Illinois University-Carbondale,Southern Illinois,2,NCAA,2127894
2016,Southern Illinois University-Carbondale,Southern Illinois,2,NCAA,2093251
2015,Southern Illinois University-Carbondale,Southern Illinois,2,NCAA,2241413
2014,Southern Illinois University-Carbondale,Southern Illinois,2,NCAA,1857509
2013,Southern Illinois University-Carbondale,Southern Illinois,2,NCAA,1723156
2022,Southern Illinois University-Edwardsville,SIU Edwardsville,3,NCAA,1415268
2021,Southern Illinois University-Edwardsville,SIU Edwardsville,3,NCAA,1407204
2020,Southern Illinois University-Edwardsville,SIU Edwardsville,3,NCAA,1321761
2019,Southern Illinois University-Edwardsville,SIU Edwardsville,3,NCAA,1318279
2018,Southern Illinois University-Edwardsville,SIU Edwardsville,3,NCAA,1348897
2017,Southern Illinois University-Edwardsville,SIU Edwardsville,3,NCAA,1409424
2016,Southern Illinois University-Edwardsville,SIU Edwardsville,3,NCAA,1306501
2015,Southern Illinois University-Edwardsville,SIU Edwardsville,3,NCAA,1097263
2014,Southern Illinois University-Edwardsville,SIU Edwardsville,3,NCAA,1061372
2013,Southern Illinois University-Edwardsville,SIU Edwardsville,3,NCAA,1061565
2022,Southern Methodist University,SMU,1,NCAA,10618903
2021,Southern Methodist University,SMU,1,NCAA,8143677
2020,Southern Methodist University,SMU,1,NCAA,6421688
2019,Southern Methodist University,SMU,1,NCAA,7373594
2018,Southern Methodist University,SMU,1,NCAA,7590481
2017,Southern Methodist University,SMU,1,NCAA,7497541
2016,Southern Methodist University,SMU,1,NCAA,7269481
2015,Southern Methodist University,SMU,1,NCAA,7086547
2014,Southern Methodist University,SMU,1,NCAA,6416266
2013,Southern Methodist University,SMU,1,NCAA,7057072
2022,Southern University and A & M College,Southern,2,NCAA,688583
2021,Southern University and A & M College,Southern,2,NCAA,659314
2020,Southern University and A & M College,Southern,2,NCAA,551568
2019,Southern University and A & M College,Southern,2,NCAA,825043
2018,Southern University and A & M College,Southern,2,NCAA,596992
2017,Southern University and A & M College,Southern,2,NCAA,475243
2016,Southern University and A & M College,Southern,2,NCAA,899950
2015,Southern University and A & M College,Southern,2,NCAA,883227
2014,Southern University and A & M College,Southern,2,NCAA,806314
2013,Southern University and A & M College,Southern,2,NCAA,610639
2022,Southern Utah University,Southern Utah,2,NCAA,1508533
2021,Southern Utah University,Southern Utah,2,NCAA,1629590
2020,Southern Utah University,Southern Utah,2,NCAA,1239501
2019,Southern Utah University,Southern Utah,2,NCAA,1494194
2018,Southern Utah University,Southern Utah,2,NCAA,1274977
2017,Southern Utah University,Southern Utah,2,NCAA,1324816
2016,Southern Utah University,Southern Utah,2,NCAA,1366625
2015,Southern Utah University,Southern Utah,2,NCAA,1181384
2014,Southern Utah University,Southern Utah,2,NCAA,1017904
2013,Southern Utah University,Southern Utah,2,NCAA,1033786
2022,St Bonaventure University,St. Bonaventure,3,NCAA,5246527
2021,St Bonaventure University,St. Bonaventure,3,NCAA,4239342
2020,St Bonaventure University,St. Bonaventure,3,NCAA,2991845
2019,St Bonaventure University,St. Bonaventure,3,NCAA,3850362
2018,St Bonaventure University,St. Bonaventure,3,NCAA,3832105
2017,St Bonaventure University,St. Bonaventure,3,NCAA,3779310
2016,St Bonaventure University,St. Bonaventure,3,NCAA,3449008
2015,St Bonaventure University,St. Bonaventure,3,NCAA,2896641
2014,St Bonaventure University,St. Bonaventure,3,NCAA,2690887
2013,St Bonaventure University,St. Bonaventure,3,NCAA,2498854
2022,Stanford University,Stanford,1,NCAA,8122603
2021,Stanford University,Stanford,1,NCAA,11369560
2020,Stanford University,Stanford,1,NCAA,6660155
2019,Stanford University,Stanford,1,NCAA,7768928
2018,Stanford University,Stanford,1,NCAA,6769220
2017,Stanford University,Stanford,1,NCAA,7254493
2016,Stanford University,Stanford,1,NCAA,6971688
2015,Stanford University,Stanford,1,NCAA,6847588
2014,Stanford University,Stanford,1,NCAA,6932561
2013,Stanford University,Stanford,1,NCAA,6605434
2022,Stephen F Austin State University,Stephen F. Austin,2,NCAA,3203671
2021,Stephen F Austin State University,Stephen F. Austin,2,NCAA,3258323
2020,Stephen F Austin State University,Stephen F. Austin,2,NCAA,1832779
2019,Stephen F Austin State University,Stephen F. Austin,2,NCAA,2064144
2018,Stephen F Austin State University,Stephen F. Austin,2,NCAA,2015066
2017,Stephen F Austin State University,Stephen F. Austin,2,NCAA,1931408
2016,Stephen F Austin State University,Stephen F. Austin,2,NCAA,1832582
2015,Stephen F Austin State University,Stephen F. Austin,2,NCAA,2188109
2014,Stephen F Austin State University,Stephen F. Austin,2,NCAA,1949288
2013,Stephen F Austin State University,Stephen F. Austin,2,NCAA,971095
2022,Stetson University,Stetson,2,NCAA,2214190
2021,Stetson University,Stetson,2,NCAA,2107717
2020,Stetson University,Stetson,2,NCAA,1856559
2019,Stetson University,Stetson,2,NCAA,1874779
2018,Stetson University,Stetson,2,NCAA,2386051
2017,Stetson University,Stetson,2,NCAA,1861028
2016,Stetson University,Stetson,2,NCAA,1626751
2015,Stetson University,Stetson,2,NCAA,1623909
2014,Stetson University,Stetson,3,NCAA,1475881
2013,Stetson University,Stetson,3,NCAA,1465203
2022,Stony Brook University,Stony Brook,2,NCAA,3282312
2021,Stony Brook University,Stony Brook,2,NCAA,2313426
2020,Stony Brook University,Stony Brook,2,NCAA,1722221
2019,Stony Brook University,Stony Brook,2,NCAA,2850823
2018,Stony Brook University,Stony Brook,2,NCAA,2064588
2017,Stony Brook University,Stony Brook,2,NCAA,2016356
2016,Stony Brook University,Stony Brook,2,NCAA,2045144
2015,Stony Brook University,Stony Brook,2,NCAA,2015458
2014,Stony Brook University,Stony Brook,2,NCAA,1736920
2013,Stony Brook University,Stony Brook,2,NCAA,1131782
2022,SUNY at Albany,Albany,2,NCAA,2254828
2021,SUNY at Albany,Albany,2,NCAA,2310116
2020,SUNY at Albany,Albany,2,NCAA,1784503
2019,SUNY at Albany,Albany,2,NCAA,2135824
2018,SUNY at Albany,Albany,2,NCAA,2109818
2017,SUNY at Albany,Albany,2,NCAA,1990718
2016,SUNY at Albany,Albany,2,NCAA,2217109
2015,SUNY at Albany,Albany,2,NCAA,2037503
2014,SUNY at Albany,Albany,2,NCAA,2047143
2013,SUNY at Albany,Albany,2,NCAA,1818628
2022,Syracuse University,Syracuse,1,NCAA,32350259
2021,Syracuse University,Syracuse,1,NCAA,34157191
2020,Syracuse University,Syracuse,1,NCAA,13963364
2019,Syracuse University,Syracuse,1,NCAA,22665104
2018,Syracuse University,Syracuse,1,NCAA,34567071
2017,Syracuse University,Syracuse,1,NCAA,31772639
2016,Syracuse University,Syracuse,1,NCAA,29322084
2015,Syracuse University,Syracuse,1,NCAA,26889157
2014,Syracuse University,Syracuse,1,NCAA,29354167
2013,Syracuse University,Syracuse,1,NCAA,29766537
2022,Temple University,Temple,1,NCAA,8606016
2021,Temple University,Temple,1,NCAA,6362926
2020,Temple University,Temple,1,NCAA,5281968
2019,Temple University,Temple,1,NCAA,6432467
2018,Temple University,Temple,1,NCAA,6487460
2017,Temple University,Temple,1,NCAA,6533015
2016,Temple University,Temple,1,NCAA,5675239
2015,Temple University,Temple,1,NCAA,5920903
2014,Temple University,Temple,1,NCAA,4934506
2013,Temple University,Temple,1,NCAA,4767101
2022,Tennessee State University,Tennessee St.,2,NCAA,1693147
2021,Tennessee State University,Tennessee St.,2,NCAA,1420251
2020,Tennessee State University,Tennessee St.,2,NCAA,1250781
2019,Tennessee State University,Tennessee St.,2,NCAA,1376009
2018,Tennessee State University,Tennessee St.,2,NCAA,1414097
2017,Tennessee State University,Tennessee St.,2,NCAA,1491227
2016,Tennessee State University,Tennessee St.,2,NCAA,1292581
2015,Tennessee State University,Tennessee St.,2,NCAA,1228593
2014,Tennessee State University,Tennessee St.,2,NCAA,1323670
2013,Tennessee State University,Tennessee St.,2,NCAA,1090597
2022,Tennessee Technological University,Tennessee Tech,2,NCAA,1573261
2021,Tennessee Technological University,Tennessee Tech,2,NCAA,1482798
2020,Tennessee Technological University,Tennessee Tech,2,NCAA,1316922
2019,Tennessee Technological University,Tennessee Tech,2,NCAA,1134816
2018,Tennessee Technological University,Tennessee Tech,2,NCAA,1161305
2017,Tennessee Technological University,Tennessee Tech,2,NCAA,1154344
2016,Tennessee Technological University,Tennessee Tech,2,NCAA,1092486
2015,Tennessee Technological University,Tennessee Tech,2,NCAA,1201935
2014,Tennessee Technological University,Tennessee Tech,2,NCAA,1322215
2013,Tennessee Technological University,Tennessee Tech,2,NCAA,1265012
2022,Texas A & M University-College Station,Texas A&M,1,NCAA,12899246
2021,Texas A & M University-College Station,Texas A&M,1,NCAA,12877530
2020,Texas A & M University-College Station,Texas A&M,1,NCAA,10708179
2019,Texas A & M University-College Station,Texas A&M,1,NCAA,14755380
2018,Texas A & M University-College Station,Texas A&M,1,NCAA,12349705
2017,Texas A & M University-College Station,Texas A&M,1,NCAA,9225600
2016,Texas A & M University-College Station,Texas A&M,1,NCAA,8905402
2015,Texas A & M University-College Station,Texas A&M,1,NCAA,9177326
2014,Texas A & M University-College Station,Texas A&M,1,NCAA,8134514
2013,Texas A & M University-College Station,Texas A&M,1,NCAA,8625079
2022,Texas A & M University-Corpus Christi,Texas A&M Corpus Chris,3,NCAA,2401821
2021,Texas A & M University-Corpus Christi,Texas A&M Corpus Chris,3,NCAA,1902029
2020,Texas A & M University-Corpus Christi,Texas A&M Corpus Chris,3,NCAA,1712017
2019,Texas A & M University-Corpus Christi,Texas A&M Corpus Chris,3,NCAA,1868445
2018,Texas A & M University-Corpus Christi,Texas A&M Corpus Chris,3,NCAA,1901648
2017,Texas A & M University-Corpus Christi,Texas A&M Corpus Chris,3,NCAA,1806166
2016,Texas A & M University-Corpus Christi,Texas A&M Corpus Chris,3,NCAA,1789263
2015,Texas A & M University-Corpus Christi,Texas A&M Corpus Chris,3,NCAA,1680402
2014,Texas A & M University-Corpus Christi,Texas A&M Corpus Chris,3,NCAA,1437925
2013,Texas A & M University-Corpus Christi,Texas A&M Corpus Chris,3,NCAA,1455180
2022,Texas Christian University,TCU,1,NCAA,14094198
2021,Texas Christian University,TCU,1,NCAA,12670472
2020,Texas Christian University,TCU,1,NCAA,11783793
2019,Texas Christian University,TCU,1,NCAA,12557097
2018,Texas Christian University,TCU,1,NCAA,14852389
2017,Texas Christian University,TCU,1,NCAA,16239880
2016,Texas Christian University,TCU,1,NCAA,12889761
2015,Texas Christian University,TCU,1,NCAA,10398422
2014,Texas Christian University,TCU,1,NCAA,7564141
2013,Texas Christian University,TCU,1,NCAA,6761637
2022,Texas Southern University,Texas Southern,2,NCAA,2007659
2021,Texas Southern University,Texas Southern,2,NCAA,1881375
2020,Texas Southern University,Texas Southern,2,NCAA,1553747
2019,Texas Southern University,Texas Southern,2,NCAA,1781573
2018,Texas Southern University,Texas Southern,2,NCAA,1713806
2017,Texas Southern University,Texas Southern,2,NCAA,1616260
2016,Texas Southern University,Texas Southern,2,NCAA,1429460
2015,Texas Southern University,Texas Southern,2,NCAA,1400553
2014,Texas Southern University,Texas Southern,2,NCAA,1847293
2013,Texas Southern University,Texas Southern,2,NCAA,1309352
2022,Texas State University,Texas St.,1,NCAA,2473989
2021,Texas State University,Texas St.,1,NCAA,2060124
2020,Texas State University,Texas St.,1,NCAA,1882392
2019,Texas State University,Texas St.,1,NCAA,1790209
2018,Texas State University,Texas St.,1,NCAA,1976474
2017,Texas State University,Texas St.,1,NCAA,1941262
2016,Texas State University,Texas St.,1,NCAA,1814763
2015,Texas State University,Texas St.,1,NCAA,1824046
2014,Texas State University,Texas St.,1,NCAA,1751884
2013,Texas State University,Texas St.,1,NCAA,1676829
2022,Texas Tech University,Texas Tech,1,NCAA,14477595
2021,Texas Tech University,Texas Tech,1,NCAA,15290989
2020,Texas Tech University,Texas Tech,1,NCAA,12375058
2019,Texas Tech University,Texas Tech,1,NCAA,12123903
2018,Texas Tech University,Texas Tech,1,NCAA,12382899
2017,Texas Tech University,Texas Tech,1,NCAA,9889275
2016,Texas Tech University,Texas Tech,1,NCAA,8005272
2015,Texas Tech University,Texas Tech,1,NCAA,7057773
2014,Texas Tech University,Texas Tech,1,NCAA,7241685
2013,Texas Tech University,Texas Tech,1,NCAA,6315466
2022,The University of Alabama,Alabama,1,NCAA,20592916
2021,The University of Alabama,Alabama,1,NCAA,19047972
2020,The University of Alabama,Alabama,1,NCAA,13721815
2019,The University of Alabama,Alabama,1,NCAA,14722223
2018,The University of Alabama,Alabama,1,NCAA,16028795
2017,The University of Alabama,Alabama,1,NCAA,15298808
2016,The University of Alabama,Alabama,1,NCAA,15003656
2015,The University of Alabama,Alabama,1,NCAA,14446339
2014,The University of Alabama,Alabama,1,NCAA,12780576
2013,The University of Alabama,Alabama,1,NCAA,14800313
2022,The University of Montana,Montana,2,NCAA,1727892
2021,The University of Montana,Montana,2,NCAA,2124367
2020,The University of Montana,Montana,2,NCAA,2033439
2019,The University of Montana,Montana,2,NCAA,2390235
2018,The University of Montana,Montana,2,NCAA,1974451
2017,The University of Montana,Montana,2,NCAA,1776525
2016,The University of Montana,Montana,2,NCAA,1645038
2015,The University of Montana,Montana,2,NCAA,1484257
2014,The University of Montana,Montana,2,NCAA,1440889
2013,The University of Montana,Montana,2,NCAA,1354175
2022,The University of Tennessee-Chattanooga,Chattanooga,2,NCAA,1920140
2021,The University of Tennessee-Chattanooga,Chattanooga,2,NCAA,2100756
2020,The University of Tennessee-Chattanooga,Chattanooga,2,NCAA,1585886
2019,The University of Tennessee-Chattanooga,Chattanooga,2,NCAA,1936638
2018,The University of Tennessee-Chattanooga,Chattanooga,2,NCAA,1940945
2017,The University of Tennessee-Chattanooga,Chattanooga,2,NCAA,1760361
2016,The University of Tennessee-Chattanooga,Chattanooga,2,NCAA,1754295
2015,The University of Tennessee-Chattanooga,Chattanooga,2,NCAA,1793638
2014,The University of Tennessee-Chattanooga,Chattanooga,2,NCAA,1741852
2013,The University of Tennessee-Chattanooga,Chattanooga,2,NCAA,1625444
2022,The University of Tennessee-Knoxville,Tennessee,1,NCAA,19097170
2021,The University of Tennessee-Knoxville,Tennessee,1,NCAA,16069180
2020,The University of Tennessee-Knoxville,Tennessee,1,NCAA,13683650
2019,The University of Tennessee-Knoxville,Tennessee,1,NCAA,16899321
2018,The University of Tennessee-Knoxville,Tennessee,1,NCAA,17003826
2017,The University of Tennessee-Knoxville,Tennessee,1,NCAA,15978734
2016,The University of Tennessee-Knoxville,Tennessee,1,NCAA,18322729
2015,The University of Tennessee-Knoxville,Tennessee,1,NCAA,18595510
2014,The University of Tennessee-Knoxville,Tennessee,1,NCAA,16927676
2013,The University of Tennessee-Knoxville,Tennessee,1,NCAA,17358362
2022,The University of Tennessee-Martin,Tennessee Martin,2,NCAA,1432529
2021,The University of Tennessee-Martin,Tennessee Martin,2,NCAA,1432379
2020,The University of Tennessee-Martin,Tennessee Martin,2,NCAA,1081095
2019,The University of Tennessee-Martin,Tennessee Martin,2,NCAA,1124225
2018,The University of Tennessee-Martin,Tennessee Martin,2,NCAA,1270841
2017,The University of Tennessee-Martin,Tennessee Martin,2,NCAA,1188617
2016,The University of Tennessee-Martin,Tennessee Martin,2,NCAA,1089901
2015,The University of Tennessee-Martin,Tennessee Martin,2,NCAA,1402526
2014,The University of Tennessee-Martin,Tennessee Martin,2,NCAA,1442222
2013,The University of Tennessee-Martin,Tennessee Martin,2,NCAA,1223672
2022,The University of Texas at Arlington,UT Arlington,3,NCAA,2450008
2021,The University of Texas at Arlington,UT Arlington,3,NCAA,2084793
2020,The University of Texas at Arlington,UT Arlington,3,NCAA,1949904
2019,The University of Texas at Arlington,UT Arlington,3,NCAA,2264655
2018,The University of Texas at Arlington,UT Arlington,3,NCAA,2557576
2017,The University of Texas at Arlington,UT Arlington,3,NCAA,1943636
2016,The University of Texas at Arlington,UT Arlington,3,NCAA,1793780
2015,The University of Texas at Arlington,UT Arlington,3,NCAA,1549654
2014,The University of Texas at Arlington,UT Arlington,3,NCAA,1420272
2013,The University of Texas at Arlington,UT Arlington,3,NCAA,1321117
2022,The University of Texas at Austin,Texas,1,NCAA,22629647
2021,The University of Texas at Austin,Texas,1,NCAA,23637212
2020,The University of Texas at Austin,Texas,1,NCAA,10349523
2019,The University of Texas at Austin,Texas,1,NCAA,13322731
2018,The University of Texas at Austin,Texas,1,NCAA,16493236
2017,The University of Texas at Austin,Texas,1,NCAA,18495410
2016,The University of Texas at Austin,Texas,1,NCAA,17567914
2015,The University of Texas at Austin,Texas,1,NCAA,17982782
2014,The University of Texas at Austin,Texas,1,NCAA,16679102
2013,The University of Texas at Austin,Texas,1,NCAA,14962686
2022,The University of Texas at El Paso,UTEP,1,NCAA,6049132
2021,The University of Texas at El Paso,UTEP,1,NCAA,3178127
2020,The University of Texas at El Paso,UTEP,1,NCAA,4944131
2019,The University of Texas at El Paso,UTEP,1,NCAA,4722860
2018,The University of Texas at El Paso,UTEP,1,NCAA,5016121
2017,The University of Texas at El Paso,UTEP,1,NCAA,4889206
2016,The University of Texas at El Paso,UTEP,1,NCAA,5157556
2015,The University of Texas at El Paso,UTEP,1,NCAA,4736010
2014,The University of Texas at El Paso,UTEP,1,NCAA,4736010
2013,The University of Texas at El Paso,UTEP,1,NCAA,3714108
2022,The University of Texas at San Antonio,UTSA,1,NCAA,2681468
2021,The University of Texas at San Antonio,UTSA,1,NCAA,2528601
2020,The University of Texas at San Antonio,UTSA,1,NCAA,2100125
2019,The University of Texas at San Antonio,UTSA,1,NCAA,2398192
2018,The University of Texas at San Antonio,UTSA,1,NCAA,2239480
2017,The University of Texas at San Antonio,UTSA,1,NCAA,2181947
2016,The University of Texas at San Antonio,UTSA,1,NCAA,1993006
2015,The University of Texas at San Antonio,UTSA,1,NCAA,1791403
2014,The University of Texas at San Antonio,UTSA,1,NCAA,1399636
2013,The University of Texas at San Antonio,UTSA,1,NCAA,1596536
2022,Towson University,Towson,2,NCAA,2478685
2021,Towson University,Towson,2,NCAA,2433283
2020,Towson University,Towson,2,NCAA,2023998
2019,Towson University,Towson,2,NCAA,2411465
2018,Towson University,Towson,2,NCAA,2259918
2017,Towson University,Towson,2,NCAA,2112673
2016,Towson University,Towson,2,NCAA,1948144
2015,Towson University,Towson,2,NCAA,2016322
2014,Towson University,Towson,2,NCAA,1690686
2013,Towson University,Towson,2,NCAA,1886940
2022,Troy University,Troy,1,NCAA,1864926
2021,Troy University,Troy,1,NCAA,1770680
2020,Troy University,Troy,1,NCAA,1569208
2019,Troy University,Troy,1,NCAA,2486520
2018,Troy University,Troy,1,NCAA,2198323
2017,Troy University,Troy,1,NCAA,2176060
2016,Troy University,Troy,1,NCAA,2569292
2015,Troy University,Troy,1,NCAA,1353567
2014,Troy University,Troy,1,NCAA,2290724
2013,Troy University,Troy,1,NCAA,2221506
2022,Tulane University of Louisiana,Tulane,1,NCAA,5390610
2021,Tulane University of Louisiana,Tulane,1,NCAA,4729267
2020,Tulane University of Louisiana,Tulane,1,NCAA,2627568
2019,Tulane University of Louisiana,Tulane,1,NCAA,2718544
2018,Tulane University of Louisiana,Tulane,1,NCAA,4984520
2017,Tulane University of Louisiana,Tulane,1,NCAA,4366624
2016,Tulane University of Louisiana,Tulane,1,NCAA,4207110
2015,Tulane University of Louisiana,Tulane,1,NCAA,295000
2014,Tulane University of Louisiana,Tulane,1,NCAA,1013314
2013,Tulane University of Louisiana,Tulane,1,NCAA,881497
2022,University at Buffalo,Buffalo,1,NCAA,3830991
2021,University at Buffalo,Buffalo,1,NCAA,2512660
2020,University at Buffalo,Buffalo,1,NCAA,2049385
2019,University at Buffalo,Buffalo,1,NCAA,2516763
2018,University at Buffalo,Buffalo,1,NCAA,3093556
2017,University at Buffalo,Buffalo,1,NCAA,2653127
2016,University at Buffalo,Buffalo,1,NCAA,2214350
2015,University at Buffalo,Buffalo,1,NCAA,2054470
2014,University at Buffalo,Buffalo,1,NCAA,2100440
2013,University at Buffalo,Buffalo,1,NCAA,1848705
2022,University of Akron Main Campus,Akron,1,NCAA,3324785
2021,University of Akron Main Campus,Akron,1,NCAA,4322927
2020,University of Akron Main Campus,Akron,1,NCAA,2106864
2019,University of Akron Main Campus,Akron,1,NCAA,2990984
2018,University of Akron Main Campus,Akron,1,NCAA,3045115
2017,University of Akron Main Campus,Akron,1,NCAA,2934244
2016,University of Akron Main Campus,Akron,1,NCAA,2958089
2015,University of Akron Main Campus,Akron,1,NCAA,3088920
2014,University of Akron Main Campus,Akron,1,NCAA,2515053
2013,University of Akron Main Campus,Akron,1,NCAA,2168294
2022,University of Alabama at Birmingham,UAB,1,NCAA,5512768
2021,University of Alabama at Birmingham,UAB,1,NCAA,4584655
2020,University of Alabama at Birmingham,UAB,1,NCAA,3891022
2019,University of Alabama at Birmingham,UAB,1,NCAA,3705028
2018,University of Alabama at Birmingham,UAB,1,NCAA,3628668
2017,University of Alabama at Birmingham,UAB,1,NCAA,3559862
2016,University of Alabama at Birmingham,UAB,1,NCAA,3369190
2015,University of Alabama at Birmingham,UAB,1,NCAA,4189826
2014,University of Alabama at Birmingham,UAB,1,NCAA,3952661
2013,University of Alabama at Birmingham,UAB,1,NCAA,3592461
2022,University of Arizona,Arizona,1,NCAA,26326675
2021,University of Arizona,Arizona,1,NCAA,23287417
2020,University of Arizona,Arizona,1,NCAA,10076121
2019,University of Arizona,Arizona,1,NCAA,16890955
2018,University of Arizona,Arizona,1,NCAA,22437254
2017,University of Arizona,Arizona,1,NCAA,22830561
2016,University of Arizona,Arizona,1,NCAA,23434825
2015,University of Arizona,Arizona,1,NCAA,21726050
2014,University of Arizona,Arizona,1,NCAA,19221755
2013,University of Arizona,Arizona,1,NCAA,27518562
2022,University of Arkansas,Arkansas,1,NCAA,19431939
2021,University of Arkansas,Arkansas,1,NCAA,24094372
2020,University of Arkansas,Arkansas,1,NCAA,14951065
2019,University of Arkansas,Arkansas,1,NCAA,18727503
