Survey Year,Institution Name,Match,Classification Name,Sanction Name,Revenues Men's Team
2017,University of Utah,Utah,1,NCAA,9754858
2016,University of Utah,Utah,1,NCAA,8754441
2015,University of Utah,Utah,1,NCAA,8876677
2014,University of Utah,Utah,1,NCAA,8343112
2013,University of Utah,Utah,1,NCAA,6628333
2022,University of Vermont,Vermont,3,NCAA,2822203
2021,University of Vermont,Vermont,3,NCAA,2160550
2020,University of Vermont,Vermont,3,NCAA,1798674
2019,University of Vermont,Vermont,3,NCAA,2470169
2018,University of Vermont,Vermont,3,NCAA,2520742
2017,University of Vermont,Vermont,3,NCAA,2199465
2016,University of Vermont,Vermont,3,NCAA,2138606
2015,University of Vermont,Vermont,3,NCAA,2002825
2014,University of Vermont,Vermont,3,NCAA,1871031
2013,University of Vermont,Vermont,3,NCAA,1864568
2022,University of Virginia-Main Campus,Virginia,1,NCAA,16228071
2021,University of Virginia-Main Campus,Virginia,1,NCAA,14598575
2020,University of Virginia-Main Campus,Virginia,1,NCAA,10259903
2019,University of Virginia-Main Campus,Virginia,1,NCAA,13677300
2018,University of Virginia-Main Campus,Virginia,1,NCAA,13400721
2017,University of Virginia-Main Campus,Virginia,1,NCAA,13468010
2016,University of Virginia-Main Campus,Virginia,1,NCAA,8555125
2015,University of Virginia-Main Campus,Virginia,1,NCAA,10326281
2014,University of Virginia-Main Campus,Virginia,1,NCAA,9954632
2013,University of Virginia-Main Campus,Virginia,1,NCAA,8297383
2022,University of Washington-Seattle Campus,Washington,1,NCAA,10992854
2021,University of Washington-Seattle Campus,Washington,1,NCAA,12208056
2020,University of Washington-Seattle Campus,Washington,1,NCAA,7561600
2019,University of Washington-Seattle Campus,Washington,1,NCAA,12459010
2018,University of Washington-Seattle Campus,Washington,1,NCAA,11409380
2017,University of Washington-Seattle Campus,Washington,1,NCAA,10226399
2016,University of Washington-Seattle Campus,Washington,1,NCAA,9683868
2015,University of Washington-Seattle Campus,Washington,1,NCAA,10760021
2014,University of Washington-Seattle Campus,Washington,1,NCAA,9862310
2013,University of Washington-Seattle Campus,Washington,1,NCAA,9429134
2022,University of Wisconsin-Green Bay,Green Bay,3,NCAA,2020431
2021,University of Wisconsin-Green Bay,Green Bay,3,NCAA,1777355
2020,University of Wisconsin-Green Bay,Green Bay,3,NCAA,1525666
2019,University of Wisconsin-Green Bay,Green Bay,3,NCAA,1722597
2018,University of Wisconsin-Green Bay,Green Bay,3,NCAA,1874827
2017,University of Wisconsin-Green Bay,Green Bay,3,NCAA,1758211
2016,University of Wisconsin-Green Bay,Green Bay,3,NCAA,1954390
2015,University of Wisconsin-Green Bay,Green Bay,3,NCAA,1776757
2014,University of Wisconsin-Green Bay,Green Bay,3,NCAA,1683384
2013,University of Wisconsin-Green Bay,Green Bay,3,NCAA,1692496
2022,University of Wisconsin-Madison,Wisconsin,1,NCAA,18394677
2021,University of Wisconsin-Madison,Wisconsin,1,NCAA,15279071
2020,University of Wisconsin-Madison,Wisconsin,1,NCAA,9831234
2019,University of Wisconsin-Madison,Wisconsin,1,NCAA,19453045
2018,University of Wisconsin-Madison,Wisconsin,1,NCAA,21701868
2017,University of Wisconsin-Madison,Wisconsin,1,NCAA,22438795
2016,University of Wisconsin-Madison,Wisconsin,1,NCAA,23168473
2015,University of Wisconsin-Madison,Wisconsin,1,NCAA,22808750
2014,University of Wisconsin-Madison,Wisconsin,1,NCAA,21309114
2013,University of Wisconsin-Madison,Wisconsin,1,NCAA,19370860
2022,University of Wisconsin-Milwaukee,Milwaukee,3,NCAA,3919096
2021,University of Wisconsin-Milwaukee,Milwaukee,3,NCAA,5712259
2020,University of Wisconsin-Milwaukee,Milwaukee,3,NCAA,1975999
2019,University of Wisconsin-Milwaukee,Milwaukee,3,NCAA,2330254
2018,University of Wisconsin-Milwaukee,Milwaukee,3,NCAA,2588033
2017,University of Wisconsin-Milwaukee,Milwaukee,3,NCAA,2321139
2016,University of Wisconsin-Milwaukee,Milwaukee,3,NCAA,2241355
2015,University of Wisconsin-Milwaukee,Milwaukee,3,NCAA,2877237
2014,University of Wisconsin-Milwaukee,Milwaukee,3,NCAA,2157251
2013,University of Wisconsin-Milwaukee,Milwaukee,3,NCAA,2264818
2022,University of Wyoming,Wyoming,1,NCAA,3506782
2021,University of Wyoming,Wyoming,1,NCAA,3194202
2020,University of Wyoming,Wyoming,1,NCAA,2984562
2019,University of Wyoming,Wyoming,1,NCAA,3709285
2018,University of Wyoming,Wyoming,1,NCAA,3329650
2017,University of Wyoming,Wyoming,1,NCAA,3272527
2016,University of Wyoming,Wyoming,1,NCAA,3508684
2015,University of Wyoming,Wyoming,1,NCAA,3649309
2014,University of Wyoming,Wyoming,1,NCAA,3593642
2013,University of Wyoming,Wyoming,1,NCAA,2852422
2022,Utah State University,Utah St.,1,NCAA,5079930
2021,Utah State University,Utah St.,1,NCAA,4829462
2020,Utah State University,Utah St.,1,NCAA,4821929
2019,Utah State University,Utah St.,1,NCAA,5154826
2018,Utah State University,Utah St.,1,NCAA,4250996
2017,Utah State University,Utah St.,1,NCAA,3451734
2016,Utah State University,Utah St.,1,NCAA,3291251
2015,Utah State University,Utah St.,1,NCAA,3363296
2014,Utah State University,Utah St.,1,NCAA,3375417
2013,Utah State University,Utah St.,1,NCAA,1807207
2022,Utah Valley University,Utah Valley,3,NCAA,2301500
2021,Utah Valley University,Utah Valley,3,NCAA,1957637
2020,Utah Valley University,Utah Valley,3,NCAA,1358773
2019,Utah Valley University,Utah Valley,3,NCAA,2031214
2018,Utah Valley University,Utah Valley,3,NCAA,2006839
2017,Utah Valley University,Utah Valley,3,NCAA,1861238
2016,Utah Valley University,Utah Valley,3,NCAA,2148015
2015,Utah Valley University,Utah Valley,3,NCAA,1453015
2014,Utah Valley University,Utah Valley,3,NCAA,1378924
2013,Utah Valley University,Utah Valley,3,NCAA,1082547
2022,Valparaiso University,Valparaiso,2,NCAA,3940291
2021,Valparaiso University,Valparaiso,2,NCAA,2576024
2020,Valparaiso University,Valparaiso,2,NCAA,2019347
2019,Valparaiso University,Valparaiso,2,NCAA,2621694
2018,Valparaiso University,Valparaiso,2,NCAA,2461689
2017,Valparaiso University,Valparaiso,2,NCAA,2559150
2016,Valparaiso University,Valparaiso,2,NCAA,2504241
2015,Valparaiso University,Valparaiso,2,NCAA,2720863
2014,Valparaiso University,Valparaiso,2,NCAA,2578637
2013,Valparaiso University,Valparaiso,2,NCAA,2190886
2022,Vanderbilt University,Vanderbilt,1,NCAA,14586531
2021,Vanderbilt University,Vanderbilt,1,NCAA,13587388
2020,Vanderbilt University,Vanderbilt,1,NCAA,10399670
2019,Vanderbilt University,Vanderbilt,1,NCAA,14072415
2018,Vanderbilt University,Vanderbilt,1,NCAA,10876435
2017,Vanderbilt University,Vanderbilt,1,NCAA,9739474
2016,Vanderbilt University,Vanderbilt,1,NCAA,9378279
2015,Vanderbilt University,Vanderbilt,1,NCAA,9171563
2014,Vanderbilt University,Vanderbilt,1,NCAA,9919002
2013,Vanderbilt University,Vanderbilt,1,NCAA,8552626
2022,Villanova University,Villanova,2,NCAA,18563546
2021,Villanova University,Villanova,2,NCAA,20513366
2020,Villanova University,Villanova,2,NCAA,12019905
2019,Villanova University,Villanova,2,NCAA,17156399
2018,Villanova University,Villanova,2,NCAA,14428932
2017,Villanova University,Villanova,2,NCAA,17605994
2016,Villanova University,Villanova,2,NCAA,11120378
2015,Villanova University,Villanova,2,NCAA,11382110
2014,Villanova University,Villanova,2,NCAA,10373661
2013,Villanova University,Villanova,2,NCAA,10512344
2022,Virginia Commonwealth University,VCU,3,NCAA,8461356
2021,Virginia Commonwealth University,VCU,3,NCAA,8598515
2020,Virginia Commonwealth University,VCU,3,NCAA,7816274
2019,Virginia Commonwealth University,VCU,3,NCAA,9087920
2018,Virginia Commonwealth University,VCU,3,NCAA,8833917
2017,Virginia Commonwealth University,VCU,3,NCAA,8852784
2016,Virginia Commonwealth University,VCU,3,NCAA,8830848
2015,Virginia Commonwealth University,VCU,3,NCAA,7996470
2014,Virginia Commonwealth University,VCU,3,NCAA,8325602
2013,Virginia Commonwealth University,VCU,3,NCAA,5545844
2022,Virginia Military Institute,VMI,2,NCAA,2139006
2021,Virginia Military Institute,VMI,2,NCAA,1974949
2020,Virginia Military Institute,VMI,2,NCAA,1500314
2019,Virginia Military Institute,VMI,2,NCAA,1501001
2018,Virginia Military Institute,VMI,2,NCAA,1547786
2017,Virginia Military Institute,VMI,2,NCAA,1447762
2016,Virginia Military Institute,VMI,2,NCAA,1469345
2015,Virginia Military Institute,VMI,2,NCAA,1322136
2014,Virginia Military Institute,VMI,2,NCAA,1221036
2013,Virginia Military Institute,VMI,2,NCAA,1401967
2022,Virginia Polytechnic Institute and State University,Virginia Tech,1,NCAA,11754410
2021,Virginia Polytechnic Institute and State University,Virginia Tech,1,NCAA,12456695
2020,Virginia Polytechnic Institute and State University,Virginia Tech,1,NCAA,9460193
2019,Virginia Polytechnic Institute and State University,Virginia Tech,1,NCAA,11795978
2018,Virginia Polytechnic Institute and State University,Virginia Tech,1,NCAA,9886728
2017,Virginia Polytechnic Institute and State University,Virginia Tech,1,NCAA,13410392
2016,Virginia Polytechnic Institute and State University,Virginia Tech,1,NCAA,9428524
2015,Virginia Polytechnic Institute and State University,Virginia Tech,1,NCAA,10901266
2014,Virginia Polytechnic Institute and State University,Virginia Tech,1,NCAA,9159034
2013,Virginia Polytechnic Institute and State University,Virginia Tech,1,NCAA,8127450
2022,Wagner College,Wagner,2,NCAA,1843635
2021,Wagner College,Wagner,2,NCAA,1576737
2020,Wagner College,Wagner,2,NCAA,1543735
2019,Wagner College,Wagner,2,NCAA,1680721
2018,Wagner College,Wagner,2,NCAA,1520014
2017,Wagner College,Wagner,2,NCAA,1584113
2016,Wagner College,Wagner,2,NCAA,1533500
2015,Wagner College,Wagner,2,NCAA,1619380
2014,Wagner College,Wagner,1,NCAA,1609794
2013,Wagner College,Wagner,1,NCAA,1488533
2022,Wake Forest University,Wake Forest,1,NCAA,11335404
2021,Wake Forest University,Wake Forest,1,NCAA,10061485
2020,Wake Forest University,Wake Forest,1,NCAA,5783444
2019,Wake Forest University,Wake Forest,1,NCAA,9062420
2018,Wake Forest University,Wake Forest,1,NCAA,9148670
2017,Wake Forest University,Wake Forest,1,NCAA,8656761
2016,Wake Forest University,Wake Forest,1,NCAA,8101958
2015,Wake Forest University,Wake Forest,1,NCAA,7685562
2014,Wake Forest University,Wake Forest,1,NCAA,7492904
2013,Wake Forest University,Wake Forest,1,NCAA,7425435
2022,Washington State University,Washington St.,1,NCAA,6866552
2021,Washington State University,Washington St.,1,NCAA,7001836
2020,Washington State University,Washington St.,1,NCAA,3897205
2019,Washington State University,Washington St.,1,NCAA,6659769
2018,Washington State University,Washington St.,1,NCAA,6171373
2017,Washington State University,Washington St.,1,NCAA,5756568
2016,Washington State University,Washington St.,1,NCAA,5737509
2015,Washington State University,Washington St.,1,NCAA,5557614
2014,Washington State University,Washington St.,1,NCAA,5258713
2013,Washington State University,Washington St.,1,NCAA,5165270
2022,Weber State University,Weber St.,2,NCAA,2131322
2021,Weber State University,Weber St.,2,NCAA,2261695
2020,Weber State University,Weber St.,2,NCAA,1651818
2019,Weber State University,Weber St.,2,NCAA,1847499
2018,Weber State University,Weber St.,2,NCAA,1913406
2017,Weber State University,Weber St.,2,NCAA,1930140
2016,Weber State University,Weber St.,2,NCAA,1771275
2015,Weber State University,Weber St.,2,NCAA,1799880
2014,Weber State University,Weber St.,2,NCAA,1537906
2013,Weber State University,Weber St.,2,NCAA,1726036
2022,West Virginia University,West Virginia,1,NCAA,8713368
2021,West Virginia University,West Virginia,1,NCAA,8371424
2020,West Virginia University,West Virginia,1,NCAA,3730048
2019,West Virginia University,West Virginia,1,NCAA,8228788
2018,West Virginia University,West Virginia,1,NCAA,8484584
2017,West Virginia University,West Virginia,1,NCAA,7282004
2016,West Virginia University,West Virginia,1,NCAA,6846053
2015,West Virginia University,West Virginia,1,NCAA,6216753
2014,West Virginia University,West Virginia,1,NCAA,6416996
2013,West Virginia University,West Virginia,1,NCAA,5548249
2022,Western Carolina University,Western Carolina,2,NCAA,1557165
2021,Western Carolina University,Western Carolina,2,NCAA,1393819
2020,Western Carolina University,Western Carolina,2,NCAA,1129790
2019,Western Carolina University,Western Carolina,2,NCAA,1116879
2018,Western Carolina University,Western Carolina,2,NCAA,1089269
2017,Western Carolina University,Western Carolina,2,NCAA,1416897
2016,Western Carolina University,Western Carolina,2,NCAA,1044112
2015,Western Carolina University,Western Carolina,2,NCAA,1082372
2014,Western Carolina University,Western Carolina,2,NCAA,981095
2013,Western Carolina University,Western Carolina,2,NCAA,1017463
2022,Western Illinois University,Western Illinois,2,NCAA,1086650
2021,Western Illinois University,Western Illinois,2,NCAA,1417220
2020,Western Illinois University,Western Illinois,2,NCAA,1086650
2019,Western Illinois University,Western Illinois,2,NCAA,1102602
2018,Western Illinois University,Western Illinois,2,NCAA,1190756
2017,Western Illinois University,Western Illinois,2,NCAA,1212286
2016,Western Illinois University,Western Illinois,2,NCAA,1236707
2015,Western Illinois University,Western Illinois,2,NCAA,1238197
2014,Western Illinois University,Western Illinois,2,NCAA,1249143
2013,Western Illinois University,Western Illinois,2,NCAA,1182681
2022,Western Kentucky University,Western Kentucky,1,NCAA,2911549
2021,Western Kentucky University,Western Kentucky,1,NCAA,3309745
2020,Western Kentucky University,Western Kentucky,1,NCAA,2888486
2019,Western Kentucky University,Western Kentucky,1,NCAA,3147254
2018,Western Kentucky University,Western Kentucky,1,NCAA,3455918
2017,Western Kentucky University,Western Kentucky,1,NCAA,2976173
2016,Western Kentucky University,Western Kentucky,1,NCAA,2618066
2015,Western Kentucky University,Western Kentucky,1,NCAA,2759058
2014,Western Kentucky University,Western Kentucky,1,NCAA,2464267
2013,Western Kentucky University,Western Kentucky,1,NCAA,2691424
2022,Western Michigan University,Western Michigan,1,NCAA,2141943
2021,Western Michigan University,Western Michigan,1,NCAA,1577116
2020,Western Michigan University,Western Michigan,1,NCAA,1210590
2019,Western Michigan University,Western Michigan,1,NCAA,2204126
2018,Western Michigan University,Western Michigan,1,NCAA,2243842
2017,Western Michigan University,Western Michigan,1,NCAA,2344233
2016,Western Michigan University,Western Michigan,1,NCAA,2374548
2015,Western Michigan University,Western Michigan,1,NCAA,2183818
2014,Western Michigan University,Western Michigan,1,NCAA,2253608
2013,Western Michigan University,Western Michigan,1,NCAA,2138521
2022,Winthrop University,Winthrop,3,NCAA,1619253
2021,Winthrop University,Winthrop,3,NCAA,1892777
2020,Winthrop University,Winthrop,3,NCAA,1713293
2019,Winthrop University,Winthrop,3,NCAA,1935243
2018,Winthrop University,Winthrop,3,NCAA,2101706
2017,Winthrop University,Winthrop,3,NCAA,2005765
2016,Winthrop University,Winthrop,3,NCAA,1804697
2015,Winthrop University,Winthrop,3,NCAA,1303194
2014,Winthrop University,Winthrop,3,NCAA,1480302
2013,Winthrop University,Winthrop,3,NCAA,1586725
2022,Wofford College,Wofford,2,NCAA,2103166
2021,Wofford College,Wofford,2,NCAA,1892369
2020,Wofford College,Wofford,2,NCAA,1615320
2019,Wofford College,Wofford,2,NCAA,1795343
2018,Wofford College,Wofford,2,NCAA,1965358
2017,Wofford College,Wofford,2,NCAA,1604157
2016,Wofford College,Wofford,2,NCAA,1610673
2015,Wofford College,Wofford,2,NCAA,1506228
2014,Wofford College,Wofford,2,NCAA,1486445
2013,Wofford College,Wofford,2,NCAA,1121704
2022,Wright State University-Main Campus,Wright St.,3,NCAA,2908239
2021,Wright State University-Main Campus,Wright St.,3,NCAA,2868494
2020,Wright State University-Main Campus,Wright St.,3,NCAA,2399333
2019,Wright State University-Main Campus,Wright St.,3,NCAA,3258201
2018,Wright State University-Main Campus,Wright St.,3,NCAA,3330147
2017,Wright State University-Main Campus,Wright St.,3,NCAA,3050810
2016,Wright State University-Main Campus,Wright St.,3,NCAA,3050260
2015,Wright State University-Main Campus,Wright St.,3,NCAA,2445427
2014,Wright State University-Main Campus,Wright St.,3,NCAA,2126331
2013,Wright State University-Main Campus,Wright St.,3,NCAA,2308740
2022,Xavier University,Xavier,3,NCAA,17336759
2021,Xavier University,Xavier,3,NCAA,16067816
2020,Xavier University,Xavier,3,NCAA,11493552
2019,Xavier University,Xavier,3,NCAA,12422262
2018,Xavier University,Xavier,3,NCAA,13916975
2017,Xavier University,Xavier,3,NCAA,13060660
